,T0,T1,T2,C_3
T0,-0.73,-0.53,-0.02,0.0
T1,0.0,-1.96,0.2,0.0
T2,0.33,0.0,-2.12,-0.06
C_3,-0.6,0.06,-0.03,-0.3
