,T0,T1,T2,E_1
T0,-0.81,-0.01,0.18,0.41
T1,-0.53,-1.81,-0.0,-0.0
T2,0.0,0.31,-2.11,0.45
E_1,-0.11,-0.17,-0.0,-2.49
