,T0,T1,T2,C_3
T0,-0.85,-0.49,-0.63,0.0
T1,-0.28,-2.04,0.0,0.23
T2,0.44,0.82,-2.17,-0.25
C_3,-1.31,-0.0,0.29,-0.24
