,T0,T1,T2,A_0
T0,-0.9,-0.44,0.01,-0.0
T1,-0.35,-1.92,0.0,-0.23
T2,0.01,0.85,-2.1,-0.47
A_0,-0.01,-0.47,-0.73,-2.35
