,T0,T1,T2,C_2
T0,-0.85,-0.49,0.0,-0.42
T1,-0.29,-1.95,0.0,0.0
T2,0.04,0.83,-2.13,-0.06
C_2,-0.67,0.0,-0.0,-1.64
