,T0,T1,T2,D_0
T0,-0.88,-0.66,0.0,-0.01
T1,-0.34,-2.14,-0.0,0.97
T2,0.05,0.82,-2.1,-0.25
D_0,-0.04,-0.0,0.1,-1.51
