,T0,T1,T2,B_2
T0,-0.87,-0.45,0.01,-0.23
T1,-0.33,-1.94,0.0,0.0
T2,0.01,0.83,-2.13,-0.04
B_2,-0.19,0.58,-0.12,-1.69
