,T0,T1,T2,E_1
T0,-0.91,-0.74,0.0,0.52
T1,-0.12,-1.96,0.01,-0.38
T2,0.0,0.81,-2.13,0.07
E_1,0.0,-0.06,-0.0,-2.49
