,T0,T1,T2,B_0
T0,-0.89,-0.24,0.0,-0.26
T1,-0.61,-1.95,0.0,0.43
T2,0.0,0.86,-2.11,-0.2
B_0,-0.0,-0.0,-0.14,-1.73
