,T0,T1,T2,A_1
T0,-0.89,-0.57,0.01,-0.0
T1,-0.26,-1.95,0.0,-0.0
T2,0.0,0.83,-2.11,-0.17
A_1,-0.16,-0.7,-0.98,-2.12
