,T0,T1,T2,A_1
T0,-0.83,-0.59,0.28,0.0
T1,0.2,-1.79,-0.01,-0.4
T2,-0.43,1.1,-2.16,-0.9
A_1,-0.32,-0.67,-0.76,-2.14
