,T0,T1,T2,D_0
T0,-0.88,-1.13,-0.06,0.66
T1,0.19,-2.01,0.23,0.73
T2,0.17,1.16,-2.19,-1.19
D_0,-0.06,0.45,-0.11,-1.33
