,T0,T1,T2,B_1
T0,-0.93,-1.29,-0.01,0.4
T1,0.35,-2.16,0.11,0.59
T2,-0.01,1.03,-2.12,-0.49
B_1,-1.05,-0.67,-0.14,-0.09
