,T0,T1,T2,C_1
T0,-0.78,-1.04,0.02,-0.0
T1,0.42,-1.9,-0.09,0.14
T2,-0.07,1.12,-2.24,-0.68
C_1,-0.55,0.05,-0.22,-1.73
