,T0,T1,T2,E_1
T0,-0.84,-0.77,0.18,0.46
T1,0.27,-1.84,0.07,-0.08
T2,-0.36,1.01,-2.24,0.33
E_1,-0.97,0.05,-0.02,-2.25
