,T0,T1,T2,C_2
T0,-0.77,-0.92,0.05,-0.21
T1,0.39,-1.86,-0.04,-0.14
T2,-0.12,1.02,-2.34,0.46
C_2,-1.1,-0.19,-0.01,-1.71
