,T0,T1,T2,E_1
T0,-0.9,-0.72,0.04,0.55
T1,-0.0,-1.88,-0.0,0.01
T2,-0.14,0.41,-2.21,-0.05
E_1,-0.0,-0.74,-1.01,-2.51
