,T0,T1,T2,C_1
T0,-0.79,-0.6,0.15,-1.13
T1,-0.0,-1.89,0.0,0.05
T2,-0.16,0.4,-2.21,0.04
C_1,-0.24,0.11,-0.04,-1.73
