,T0,T1,T2,B_2
T0,-0.85,-1.03,-0.04,0.07
T1,0.16,-1.93,-0.0,0.0
T2,-0.01,0.44,-2.18,-0.58
B_2,-0.31,0.26,0.0,-1.74
