,T0,T1,T2,A_0
T0,-0.87,-0.68,0.01,-0.01
T1,-0.0,-1.87,-0.05,-0.14
T2,-0.09,0.45,-2.2,-0.61
A_0,-0.03,-0.61,-0.29,-2.47
