,T0,T1,T2,C_3
T0,-0.66,-0.52,0.04,-0.73
T1,0.0,-2.06,-0.45,0.48
T2,-0.0,0.59,-2.28,0.0
C_3,-0.5,-0.41,0.1,-0.23
