,T0,T1,T2,C_1
T0,-0.79,-0.7,0.05,-0.14
T1,-0.0,-2.0,-0.8,0.47
T2,0.25,0.84,-2.12,-0.92
C_1,-0.52,-0.43,0.59,-1.8
