,T0,T1,T2,E_0
T0,-0.83,-0.8,0.25,0.2
T1,-0.0,-1.99,-0.0,-0.13
T2,0.0,0.41,-2.08,0.41
E_0,0.0,-0.0,0.0,-2.61
