,T0,T1,T2,A_0
T0,-0.84,-0.78,0.31,0.19
T1,-0.02,-1.98,-0.0,-0.07
T2,0.0,0.43,-2.03,-0.53
A_0,0.0,-0.89,-0.37,-2.42
