,T0,T1,T2,A_1
T0,-0.83,-0.76,0.32,0.0
T1,-0.0,-1.95,0.0,-0.56
T2,0.0,0.44,-2.02,-0.58
A_1,-0.04,-0.03,-0.59,-2.17
