,T0,T1,T2,C_2
T0,-0.75,-0.74,0.36,-0.99
T1,0.0,-2.02,0.0,0.19
T2,-0.0,0.4,-2.05,-0.0
C_2,-0.0,0.01,-0.45,-1.69
