,T0,T1,T2,C_1
T0,-0.86,-0.13,0.11,0.0
T1,-1.1,-1.83,-0.0,0.5
T2,0.01,0.66,-2.17,-0.01
C_1,-1.07,-0.0,0.0,-1.69
