,T0,T1,T2,E_3
T0,-0.87,-0.16,0.0,0.19
T1,-1.0,-1.76,-0.0,-0.21
T2,0.02,0.67,-2.25,0.54
E_3,0.0,-0.07,0.0,-1.92
