,T0,T1,T2,B_2
T0,-0.82,-0.46,-0.0,-0.0
T1,-0.67,-1.95,-0.01,0.71
T2,0.21,0.7,-2.16,-0.47
B_2,-0.04,-0.0,0.01,-1.59
