,T0,T1,T2,A_0
T0,-0.86,-0.09,0.12,-0.08
T1,-1.16,-1.76,-0.0,-0.0
T2,0.0,0.7,-2.15,-0.3
A_0,-0.0,-0.55,-0.34,-2.33
