,T0,T1,T2,C_3
T0,-0.62,-0.01,0.0,-0.88
T1,-0.87,-1.92,-0.0,0.31
T2,0.28,0.67,-2.17,-0.21
C_3,-0.01,-0.0,-0.0,-0.35
