,T0,T1,T2,A_1
T0,-0.86,-0.18,0.17,-0.0
T1,-1.0,-1.78,0.0,-0.01
T2,0.0,0.72,-2.12,-0.68
A_1,-0.06,-0.22,-0.5,-2.1
