,T0,T1,T2,C_1
T0,-0.82,-0.73,0.31,-0.86
T1,-0.13,-1.98,0.0,0.23
T2,0.0,0.55,-2.13,-0.0
C_1,-0.0,0.0,-0.16,-1.89
