,T0,T1,T2,B_1
T0,-0.75,-0.69,0.32,-0.38
T1,-0.11,-1.95,0.0,0.0
T2,-0.0,0.56,-2.13,-0.0
B_1,0.18,0.4,-0.46,-0.07
