,T0,T1,T2,E_3
T0,-0.91,-0.71,0.17,0.38
T1,-0.19,-1.93,-0.0,-0.0
T2,-0.0,0.56,-2.17,0.29
E_3,-0.0,-0.27,-0.0,-1.91
