,T0,T1,T2,B_2
T0,-0.85,-0.91,0.27,-0.17
T1,-0.12,-2.05,0.0,0.58
T2,0.0,0.52,-2.12,-0.03
B_2,0.0,-0.0,-0.21,-1.59
