,T0,T1,T2,A_1
T0,-0.88,-0.79,0.26,0.04
T1,-0.13,-1.95,-0.0,-0.0
T2,0.0,0.58,-2.12,-0.17
A_1,-0.01,-0.57,-1.22,-2.11
