,T0,T1,T2,B_0
T0,-0.87,-0.58,-0.12,0.11
T1,-0.32,-1.99,-0.0,0.53
T2,0.36,0.66,-2.15,-0.87
B_0,-0.51,-0.0,0.33,-1.54
