,T0,T1,T2,C_3
T0,-0.61,-0.62,0.48,-1.22
T1,-0.08,-2.05,0.0,0.24
T2,0.0,0.52,-2.13,-0.0
C_3,-0.04,0.0,-0.32,-0.38
