,T0,T1,T2,C_2
T0,-0.83,-0.69,0.29,-0.61
T1,-0.15,-1.98,0.0,0.26
T2,0.0,0.56,-2.13,-0.01
C_2,-0.43,0.0,-0.27,-1.65
