,T0,T1,T2,E_1
T0,-0.89,-0.83,0.21,0.26
T1,-0.1,-1.95,0.0,-0.0
T2,0.0,0.55,-2.17,0.44
E_1,-0.02,-0.57,-0.16,-2.44
