,T0,T1,T2,C_3
T0,-0.7,-1.3,0.17,-0.0
T1,-0.45,-2.02,-0.0,-0.05
T2,-0.0,1.71,-2.02,-0.22
C_3,-0.2,-0.14,-0.0,-0.4
