,T0,T1,T2,A_1
T0,-0.7,-1.3,0.14,0.0
T1,-0.44,-2.03,-0.0,-0.2
T2,-0.0,1.69,-2.06,-0.27
A_1,-0.0,-0.17,-0.3,-2.03
