,T0,T1,T2,E_2
T0,-0.69,-1.29,0.14,-0.07
T1,-0.48,-2.05,-0.0,0.19
T2,0.01,1.7,-2.06,-0.45
E_2,-0.0,-0.55,0.0,-2.21
