,T0,T1,T2,E_3
T0,-0.69,-1.38,0.09,-0.0
T1,-0.41,-2.05,-0.0,-0.02
T2,0.0,1.66,-2.13,0.38
E_3,-0.24,-0.33,0.0,-1.84
