,T0,T1,T2,E_0
T0,-0.67,-1.29,0.13,-0.57
T1,-0.43,-2.03,-0.0,-0.28
T2,-0.01,1.68,-2.14,0.56
E_0,0.19,-0.21,-0.01,-2.38
