,T0,T1,T2,C_1
T0,-0.68,-1.33,0.11,-0.08
T1,-0.43,-2.05,0.0,-0.0
T2,0.01,1.66,-2.1,0.11
C_1,-0.61,0.22,-0.0,-1.74
