,T0,T1,T2,D_0
T0,-0.69,-1.38,0.12,-0.0
T1,-0.52,-2.14,0.0,0.93
T2,0.0,1.66,-2.08,-0.07
D_0,-0.0,0.0,-0.14,-2.11
