,T0,T1,T2,A_1
T0,-0.88,-1.11,0.07,-0.05
T1,-0.31,-2.0,-0.0,-0.13
T2,0.0,0.12,-2.15,-0.32
A_1,-0.52,-0.33,-0.43,-2.07
