,T0,T1,T2,D_0
T0,-0.97,-1.05,-0.54,0.53
T1,-0.53,-2.07,0.03,0.39
T2,0.34,-0.0,-2.29,0.08
D_0,-0.34,0.35,-0.0,-0.94
