,T0,T1,T2,C_3
T0,-0.75,-1.09,0.12,-0.45
T1,-0.29,-2.07,-0.0,0.15
T2,0.03,0.05,-2.2,0.06
C_3,-0.45,0.0,-0.11,-0.28
