,T0,T1,T2,B_1
T0,-0.78,-1.12,-0.0,-0.26
T1,-0.28,-2.02,0.08,0.0
T2,0.03,-0.07,-2.31,0.29
B_1,0.12,0.29,-0.72,-0.02
