,T0,T1,T2,B_2
T0,-0.87,-1.09,0.09,-0.15
T1,-0.35,-2.03,-0.0,0.21
T2,-0.0,0.12,-2.15,-0.25
B_2,-0.0,0.0,-0.17,-1.67
