,T0,T1,T2,E_3
T0,-0.91,-1.03,0.06,0.28
T1,-0.38,-1.99,-0.0,0.01
T2,-0.07,0.09,-2.2,0.29
E_3,-0.0,-0.42,0.01,-1.82
