,T0,T1,T2,A_0
T0,-0.88,-1.09,0.08,-0.0
T1,-0.33,-1.99,-0.05,-0.13
T2,0.0,0.16,-2.15,-0.55
A_0,-0.22,-0.39,-0.4,-2.29
