,T0,T1,T2,E_0
T0,-0.93,-0.81,-0.0,0.57
T1,-0.53,-1.96,0.01,-0.11
T2,-0.04,0.1,-2.22,0.69
E_0,-1.1,-0.28,-0.94,-2.4
