,T0,T1,T2,C_1
T0,-0.89,-0.96,-0.07,0.12
T1,-0.43,-2.01,0.0,0.18
T2,0.11,0.13,-2.17,-0.35
C_1,-0.87,0.0,0.37,-1.72
