,T0,T1,T2,C_3
T0,-0.77,-1.29,0.28,-0.52
T1,-0.13,-2.02,0.29,-0.17
T2,-0.11,0.11,-2.15,0.27
C_3,-0.3,0.11,-0.94,-0.39
