,T0,T1,T2,B_1
T0,-0.85,-1.08,0.09,-0.13
T1,-0.26,-2.04,0.21,0.0
T2,-0.0,0.18,-2.18,0.22
B_1,-0.18,0.26,-0.5,-0.03
