,T0,T1,T2,A_1
T0,-0.9,-0.99,-0.0,0.06
T1,-0.26,-1.98,0.0,-0.55
T2,0.16,0.44,-2.08,-1.24
A_1,-0.04,-0.26,-0.31,-2.22
