,T0,T1,T2,A_0
T0,-0.91,-0.91,-0.0,0.06
T1,-0.34,-1.99,-0.0,-0.24
T2,0.12,0.44,-2.09,-1.3
A_0,-0.48,-0.71,-0.06,-2.45
