,T0,T1,T2,C_2
T0,-0.86,-0.84,0.01,-0.46
T1,-0.37,-2.01,-0.02,0.12
T2,0.11,0.43,-2.14,-0.03
C_2,-0.53,-0.0,0.07,-1.74
