,T0,T1,T2,B_0
T0,-0.92,-1.43,0.36,-0.01
T1,-0.14,-2.06,0.41,-0.26
T2,-0.29,0.0,-2.02,0.15
B_0,-0.01,0.63,-0.46,-1.61
