,T0,T1,T2,E_0
T0,-0.95,-0.75,0.07,0.54
T1,-0.49,-1.97,0.0,0.07
T2,-0.06,0.43,-2.13,0.39
E_0,-0.44,-0.57,-0.25,-2.43
